_id,deviceID,lowPulseOccupancy,Ratio,concentration,timestamp
669874f1ef447e0007c30254,device01,68312,0.011385334,6.53988266,Thu Jul 18 2024 01:50:41 GMT+0000 (Coordinated Universal Time)
6698774bef447e0007c30255,device01,177773,0.029628834,16.02368736,Thu Jul 18 2024 02:00:43 GMT+0000 (Coordinated Universal Time)
669879a6ef447e0007c30256,device01,208541,0.034756832,18.68900871,Thu Jul 18 2024 02:10:46 GMT+0000 (Coordinated Universal Time)
66987c00ef447e0007c30257,device01,32283,0.0053805,3.417750359,Thu Jul 18 2024 02:20:48 GMT+0000 (Coordinated Universal Time)
66987e5aef447e0007c30258,device01,82437,0.0137395,7.763825893,Thu Jul 18 2024 02:30:50 GMT+0000 (Coordinated Universal Time)
669880b5ef447e0007c30259,device01,146991,0.0244985,13.35695553,Thu Jul 18 2024 02:40:53 GMT+0000 (Coordinated Universal Time)
6698830eef447e0007c3025a,device01,0,0,0.620000005,Thu Jul 18 2024 02:50:54 GMT+0000 (Coordinated Universal Time)
66988567ef447e0007c3025b,device01,124425,0.020737501,11.40187645,Thu Jul 18 2024 03:00:55 GMT+0000 (Coordinated Universal Time)
669887c2ef447e0007c3025c,device01,155332,0.025888667,14.07957935,Thu Jul 18 2024 03:10:58 GMT+0000 (Coordinated Universal Time)
66988a1cef447e0007c3025d,device01,258648,0.043108001,23.02918625,Thu Jul 18 2024 03:21:00 GMT+0000 (Coordinated Universal Time)
66988c75ef447e0007c3025e,device01,187640,0.031273331,16.87845039,Thu Jul 18 2024 03:31:01 GMT+0000 (Coordinated Universal Time)
66988ecfef447e0007c3025f,device01,271960,0.045326665,24.18216133,Thu Jul 18 2024 03:41:03 GMT+0000 (Coordinated Universal Time)
66989128ef447e0007c30260,device01,0,0,0.620000005,Thu Jul 18 2024 03:51:04 GMT+0000 (Coordinated Universal Time)
66989382ef447e0007c30261,device01,123395,0.020565834,11.31263638,Thu Jul 18 2024 04:01:06 GMT+0000 (Coordinated Universal Time)
669895dcef447e0007c30262,device01,282836,0.047139332,25.12412453,Thu Jul 18 2024 04:11:08 GMT+0000 (Coordinated Universal Time)
66989836ef447e0007c30263,device01,158317,0.026386166,14.33818054,Thu Jul 18 2024 04:21:10 GMT+0000 (Coordinated Universal Time)
66989a90ef447e0007c30264,device01,154554,0.025759,14.01217747,Thu Jul 18 2024 04:31:12 GMT+0000 (Coordinated Universal Time)
66989ce9ef447e0007c30265,device01,0,0,0.620000005,Thu Jul 18 2024 04:41:13 GMT+0000 (Coordinated Universal Time)
66989f44ef447e0007c30266,device01,244493,0.040748835,21.80315781,Thu Jul 18 2024 04:51:16 GMT+0000 (Coordinated Universal Time)
6698a19eef447e0007c30267,device01,1253106,0.208850995,109.0667877,Thu Jul 18 2024 05:01:18 GMT+0000 (Coordinated Universal Time)
6698a3f7ef447e0007c30268,device01,272358,0.045393001,24.21663284,Thu Jul 18 2024 05:11:19 GMT+0000 (Coordinated Universal Time)
6698a652ef447e0007c30269,device01,170729,0.028454833,15.41346073,Thu Jul 18 2024 05:21:22 GMT+0000 (Coordinated Universal Time)
6698a8acef447e0007c3026a,device01,251549,0.041924834,22.41431618,Thu Jul 18 2024 05:31:24 GMT+0000 (Coordinated Universal Time)
6698ab06ef447e0007c3026b,device01,197091,0.0328485,17.69715881,Thu Jul 18 2024 05:41:26 GMT+0000 (Coordinated Universal Time)
6698ad60ef447e0007c3026c,device01,12244,0.002040667,1.681130886,Thu Jul 18 2024 05:51:28 GMT+0000 (Coordinated Universal Time)
6698afb9ef447e0007c3026d,device01,11442,0.001907,1.611626148,Thu Jul 18 2024 06:01:29 GMT+0000 (Coordinated Universal Time)
6698b214ef447e0007c3026e,device01,6974,0.001162333,1.22440815,Thu Jul 18 2024 06:11:32 GMT+0000 (Coordinated Universal Time)
6698b46eef447e0007c3026f,device01,58134,0.009689,5.657924175,Thu Jul 18 2024 06:21:34 GMT+0000 (Coordinated Universal Time)
6698b6c9ef447e0007c30270,device01,202337,0.033722833,18.15159416,Thu Jul 18 2024 06:31:37 GMT+0000 (Coordinated Universal Time)
6698b922ef447e0007c30271,device01,172410,0.028735001,15.55908871,Thu Jul 18 2024 06:41:38 GMT+0000 (Coordinated Universal Time)
6698bb7cef447e0007c30272,device01,142539,0.0237565,12.97125053,Thu Jul 18 2024 06:51:40 GMT+0000 (Coordinated Universal Time)
6698bdd5ef447e0007c30273,device01,78996,0.013166,7.46566391,Thu Jul 18 2024 07:01:41 GMT+0000 (Coordinated Universal Time)
6698c030ef447e0007c30274,device01,99444,0.016573999,9.237441063,Thu Jul 18 2024 07:11:44 GMT+0000 (Coordinated Universal Time)
6698c28aef447e0007c30275,device01,97294,0.016215667,9.051152229,Thu Jul 18 2024 07:21:46 GMT+0000 (Coordinated Universal Time)
6698c4e4ef447e0007c30276,device01,91783,0.015297167,8.573641777,Thu Jul 18 2024 07:31:48 GMT+0000 (Coordinated Universal Time)
6698c73eef447e0007c30277,device01,323209,0.053868167,28.62059212,Thu Jul 18 2024 07:41:50 GMT+0000 (Coordinated Universal Time)
6698c998ef447e0007c30278,device01,44901,0.0074835,4.511207581,Thu Jul 18 2024 07:51:52 GMT+0000 (Coordinated Universal Time)
6698cbf2ef447e0007c30279,device01,27712,0.004618667,3.021625757,Thu Jul 18 2024 08:01:54 GMT+0000 (Coordinated Universal Time)
6698ce4bef447e0007c3027a,device01,123955,0.020659167,11.36115551,Thu Jul 18 2024 08:11:55 GMT+0000 (Coordinated Universal Time)
6698d0a6ef447e0007c3027b,device01,576672,0.096111998,50.5641098,Thu Jul 18 2024 08:21:58 GMT+0000 (Coordinated Universal Time)
6698d300ef447e0007c3027c,device01,305393,0.050898835,27.07769394,Thu Jul 18 2024 08:32:00 GMT+0000 (Coordinated Universal Time)
6698d55aef447e0007c3027d,device01,408204,0.068034001,35.98043823,Thu Jul 18 2024 08:42:02 GMT+0000 (Coordinated Universal Time)
6698d7b4ef447e0007c3027e,device01,53178,0.008863,5.228462219,Thu Jul 18 2024 08:52:04 GMT+0000 (Coordinated Universal Time)
6698da0eef447e0007c3027f,device01,44427,0.0074045,4.470132351,Thu Jul 18 2024 09:02:06 GMT+0000 (Coordinated Universal Time)
6698dc68ef447e0007c30280,device01,401245,0.066874169,35.37790298,Thu Jul 18 2024 09:12:08 GMT+0000 (Coordinated Universal Time)
6698dec2ef447e0007c30281,device01,123032,0.020505333,11.28118515,Thu Jul 18 2024 09:22:10 GMT+0000 (Coordinated Universal Time)
6698e11cef447e0007c30282,device01,321197,0.053532835,28.44635391,Thu Jul 18 2024 09:32:12 GMT+0000 (Coordinated Universal Time)
6698e376ef447e0007c30283,device01,121974,0.020329,11.18951893,Thu Jul 18 2024 09:42:14 GMT+0000 (Coordinated Universal Time)
6698e5d0ef447e0007c30284,device01,108791,0.018131834,10.04731083,Thu Jul 18 2024 09:52:16 GMT+0000 (Coordinated Universal Time)
6698e82aef447e0007c30285,device01,370904,0.061817333,32.7507515,Thu Jul 18 2024 10:02:18 GMT+0000 (Coordinated Universal Time)
6698ea84ef447e0007c30286,device01,31875,0.0053125,3.382392883,Thu Jul 18 2024 10:12:20 GMT+0000 (Coordinated Universal Time)
6698ecddef447e0007c30287,device01,262398,0.043733001,23.35398483,Thu Jul 18 2024 10:22:21 GMT+0000 (Coordinated Universal Time)
6698ef38ef447e0007c30288,device01,169208,0.028201334,15.28169632,Thu Jul 18 2024 10:32:24 GMT+0000 (Coordinated Universal Time)
6698f192ef447e0007c30289,device01,128346,0.021391001,11.74159241,Thu Jul 18 2024 10:42:26 GMT+0000 (Coordinated Universal Time)
6698f3ebef447e0007c3028a,device01,0,0,0.620000005,Thu Jul 18 2024 10:52:27 GMT+0000 (Coordinated Universal Time)
6698f645ef447e0007c3028b,device01,136762,0.022793667,12.47074604,Thu Jul 18 2024 11:02:29 GMT+0000 (Coordinated Universal Time)
6698f8a0ef447e0007c3028c,device01,64087,0.010681166,6.173774242,Thu Jul 18 2024 11:12:32 GMT+0000 (Coordinated Universal Time)
6698faf9ef447e0007c3028d,device01,1452896,0.242149338,126.3304596,Thu Jul 18 2024 11:22:33 GMT+0000 (Coordinated Universal Time)
6698fd54ef447e0007c3028e,device01,219452,0.036575332,19.63414383,Thu Jul 18 2024 11:32:36 GMT+0000 (Coordinated Universal Time)
6698ffaeef447e0007c3028f,device01,346497,0.057749499,30.6372776,Thu Jul 18 2024 11:42:38 GMT+0000 (Coordinated Universal Time)
66990208ef447e0007c30290,device01,416343,0.069390498,36.68512726,Thu Jul 18 2024 11:52:40 GMT+0000 (Coordinated Universal Time)
